userid,newsid,taskid,topic,topic_pref,equality,imp_position,viewport_time,dwell_time,read_ratio,read_speed,direction_change_times,pre_pref,read_pref,post_pref
28,99,8,历史,2,0,1,13961.0,34.0,0.850948509485,203.176470588,12.0,3.0,2.0,2.0
28,7,8,科技,2,1,2,16882.0,,,,,,,3.0
28,129,8,历史,2,1,3,20818.0,,,,,,,1.0
28,201,8,历史,2,1,4,10468.0,,,,,,,2.0
28,48,8,社会,4,1,5,17070.0,82.0,0.673326133909,30.4146341463,10.0,4.0,4.0,3.0
28,217,8,体育,2,1,6,18058.0,,,,,,,1.0
28,163,8,娱乐,3,1,7,17776.0,329.0,0.956471688611,80.8145896657,87.0,4.0,5.0,5.0
28,138,8,娱乐,3,1,8,12626.0,,,,,,,2.0
28,70,8,社会,4,0,9,22122.0,79.0,0.744564070087,44.6455696203,8.0,5.0,3.0,2.0
28,132,8,科技,2,1,10,20816.0,,,,,,,2.0
28,147,8,娱乐,3,1,11,10052.0,,,,,,,3.0
28,233,8,体育,2,1,12,21850.0,,,,,,,1.0
28,124,8,历史,2,1,13,24515.0,144.0,0.803507632348,34.3611111111,10.0,4.0,4.0,3.0
28,190,8,社会,4,1,14,20265.0,,,,,,,1.0
28,97,8,体育,2,0,15,4055.0,,,,,,,1.0
28,73,7,社会,4,0,1,2122.0,18.0,0.590247206231,96.8333333333,14.0,4.0,4.0,3.0
28,3,7,娱乐,3,0,2,2256.0,75.0,0.729367031984,43.48,17.0,4.0,4.0,4.0
28,29,7,科技,2,0,3,8072.0,,,,,,,3.0
28,98,7,娱乐,3,1,4,15145.0,,,,,,,2.0
28,60,7,历史,2,1,5,15223.0,,,,,,,1.0
28,243,7,历史,2,0,6,12140.0,43.0,0.709344222916,68.6744186047,12.0,4.0,4.0,3.0
28,140,7,体育,2,1,7,16228.0,,,,,,,2.0
28,69,7,科技,2,1,8,16423.0,,,,,,,2.0
28,104,7,历史,2,0,9,19209.0,,,,,,,1.0
28,9,7,体育,2,1,10,17265.0,,,,,,,3.0
28,21,7,历史,2,0,11,25669.0,,,,,,,1.0
28,67,7,社会,4,1,12,16710.0,154.0,0.913484913485,82.961038961,24.0,4.0,4.0,3.0
28,166,7,娱乐,3,0,13,17271.0,51.0,0.656640181612,45.3725490196,12.0,5.0,4.0,4.0
28,173,7,体育,2,0,14,5825.0,,,,,,,1.0
28,93,7,科技,2,0,15,2413.0,62.0,0.73164781548,53.2096774194,16.0,4.0,4.0,2.0
28,196,9,社会,4,1,1,4861.0,114.0,0.872497365648,72.6315789474,2.0,4.0,4.0,3.0
28,42,9,历史,2,1,2,5051.0,,,,,,,1.0
28,202,9,体育,2,1,3,5326.0,,,,,,,1.0
28,191,9,社会,4,1,4,4847.0,,,,,,,1.0
28,122,9,科技,2,1,5,6601.0,16.0,0.746702951643,222.9375,0.0,4.0,4.0,3.0
28,126,9,社会,4,1,6,6524.0,,,,,,,1.0
28,80,9,历史,2,1,7,6850.0,,,,,,,1.0
28,72,9,历史,2,1,8,5467.0,,,,,,,1.0
28,65,9,科技,2,1,9,17334.0,,,,,,,2.0
28,187,9,体育,2,1,10,13944.0,,,,,,,1.0
28,115,9,体育,2,1,11,4800.0,,,,,,,1.0
28,109,9,娱乐,3,1,12,5283.0,56.0,0.818045112782,97.1428571429,16.0,5.0,5.0,4.0
28,43,9,娱乐,3,1,13,5575.0,113.0,0.857580037665,64.4778761062,5.0,4.0,4.0,4.0
28,153,9,娱乐,3,1,14,792.0,,,,,,,1.0
28,146,9,科技,2,1,15,538.0,,,,,,,1.0
28,239,6,娱乐,3,1,1,6936.0,,,,,,,1.0
28,74,6,体育,2,0,2,9787.0,,,,,,,1.0
28,245,6,历史,2,0,3,14180.0,83.0,0.815295374752,64.3493975904,2.0,4.0,4.0,2.0
28,134,6,社会,4,1,4,14701.0,13.0,0.793162393162,356.923076923,0.0,4.0,3.0,2.0
28,68,6,科技,2,1,5,17508.0,,,,,,,1.0
28,114,6,体育,2,0,6,23952.0,,,,,,,1.0
28,30,6,社会,4,1,7,13081.0,46.0,0.784198323524,95.5869565217,10.0,5.0,4.0,2.0
28,94,6,娱乐,3,1,8,11775.0,198.0,0.93624196438,89.7373737374,118.0,4.0,4.0,5.0
28,142,6,体育,2,1,9,6184.0,,,,,,,1.0
28,207,6,科技,2,1,10,6772.0,,,,,,,1.0
28,96,6,娱乐,3,0,11,7806.0,29.0,0.63761605271,73.4137931034,22.0,4.0,4.0,2.0
28,1,6,历史,2,1,12,5177.0,,,,,,,1.0
28,203,6,历史,2,0,13,11058.0,,,,,,,1.0
28,148,6,科技,2,0,14,9003.0,,,,,,,1.0
28,164,6,历史,2,1,15,3050.0,,,,,,,1.0
28,118,4,历史,2,1,1,15779.0,,,,,,,2.0
28,226,4,历史,2,1,2,16105.0,,,,,,,1.0
28,212,4,历史,2,1,3,21595.0,,,,,,,1.0
28,199,4,娱乐,3,1,4,15718.0,45.0,1.77207454934,128.888888889,12.0,4.0,3.0,2.0
28,235,4,娱乐,3,1,5,15936.0,31.0,0.861682670325,243.161290323,12.0,4.0,2.0,2.0
28,208,4,娱乐,3,1,6,17464.0,,,,,,,3.0
28,15,4,体育,2,1,7,11956.0,,,,,,,1.0
28,189,4,体育,2,1,8,6410.0,,,,,,,1.0
28,204,4,体育,2,1,9,6698.0,91.0,0.905224406673,127.0,56.0,4.0,4.0,4.0
28,83,4,科技,2,1,10,2435.0,,,,,,,2.0
28,37,4,科技,2,1,11,2660.0,,,,,,,2.0
28,4,4,科技,2,1,12,5917.0,,,,,,,1.0
28,211,4,社会,4,1,13,3676.0,,,,,,,1.0
28,186,4,社会,4,1,14,3537.0,,,,,,,1.0
28,89,4,社会,4,1,15,217.0,11.0,0.705739299611,263.818181818,1.0,4.0,4.0,3.0
28,179,3,历史,2,1,1,1455.0,45.0,0.804554999192,110.688888889,12.0,4.0,3.0,3.0
28,192,3,历史,2,1,2,1535.0,26.0,0.66323406624,91.6538461538,12.0,5.0,3.0,1.0
28,39,3,历史,2,1,3,3388.0,,,,,,,1.0
28,20,3,娱乐,3,1,4,4022.0,53.0,0.905202130993,218.0,8.0,4.0,4.0,4.0
28,183,3,娱乐,3,1,5,5416.0,199.0,0.94399185336,102.48241206,81.0,4.0,4.0,5.0
28,152,3,娱乐,3,1,6,3690.0,8.0,1.04197132276,1371.625,3.0,4.0,4.0,3.0
28,40,3,体育,2,1,7,2517.0,,,,,,,1.0
28,240,3,体育,2,1,8,1147.0,,,,,,,1.0
28,174,3,体育,2,1,9,3798.0,,,,,,,1.0
28,36,3,科技,2,1,10,10967.0,,,,,,,2.0
28,22,3,科技,2,1,11,13468.0,8.0,0.922046128076,1789.0,0.0,4.0,4.0,2.0
28,88,3,科技,2,1,12,14232.0,5.0,0.883497015213,1835.2,3.0,4.0,4.0,3.0
28,23,3,社会,4,1,13,7667.0,8.0,0.801834261382,612.0,0.0,4.0,4.0,3.0
28,77,3,社会,4,1,14,2112.0,,,,,,,2.0
28,178,3,社会,4,1,15,365.0,7.0,1.09597592242,1404.57142857,0.0,4.0,4.0,3.0
28,27,10,科技,2,1,1,3437.0,,,,,,,1.0
28,90,10,科技,2,0,2,3654.0,23.0,0.641587677725,94.1739130435,10.0,4.0,4.0,2.0
28,58,10,科技,2,1,3,4927.0,,,,,,,1.0
28,220,10,科技,2,0,4,2604.0,,,,,,,1.0
28,234,10,科技,2,1,5,1495.0,,,,,,,1.0
28,225,10,科技,2,0,6,2360.0,,,,,,,1.0
28,145,10,科技,2,1,7,3432.0,,,,,,,1.0
28,11,10,科技,2,1,8,2589.0,31.0,0.783464566929,141.225806452,0.0,4.0,3.0,2.0
28,167,10,科技,2,1,9,3436.0,,,,,,,1.0
28,66,10,科技,2,1,10,1459.0,,,,,,,2.0
28,194,10,科技,2,0,11,1233.0,,,,,,,1.0
28,125,10,科技,2,1,12,1292.0,,,,,,,2.0
28,103,10,科技,2,0,13,14559.0,,,,,,,2.0
28,10,10,科技,2,1,14,14469.0,,,,,,,1.0
28,155,10,科技,2,0,15,7321.0,,,,,,,1.0
28,86,11,社会,4,0,1,3829.0,28.0,0.666482910695,86.3571428571,9.0,4.0,2.0,1.0
28,244,11,社会,4,1,2,4413.0,,,,,,,1.0
28,236,11,社会,4,1,3,8438.0,37.0,1.14272344408,198.0,18.0,4.0,3.0,3.0
28,150,11,社会,4,1,4,8995.0,7.0,0.835396544688,877.285714286,3.0,4.0,4.0,3.0
28,176,11,社会,4,1,5,6607.0,7.0,0.629061925199,293.142857143,0.0,4.0,4.0,3.0
28,136,11,社会,4,0,6,11131.0,,,,,,,2.0
28,92,11,社会,4,1,7,9394.0,6.0,0.823331873266,939.833333333,2.0,4.0,4.0,2.0
28,195,11,社会,4,1,8,7620.0,,,,,,,3.0
28,107,11,社会,4,0,9,4260.0,12.0,0.753764753765,308.666666667,2.0,4.0,4.0,3.0
28,105,11,社会,4,0,10,2763.0,,,,,,,3.0
28,119,11,社会,4,1,11,4298.0,2.0,0.755900746419,1873.5,0.0,4.0,4.0,3.0
28,180,11,社会,4,1,12,4202.0,,,,,,,1.0
28,75,11,社会,4,0,13,2372.0,7.0,0.605863192182,265.714285714,0.0,4.0,4.0,3.0
28,205,11,社会,4,0,14,2254.0,8.0,0.734182776801,417.75,2.0,4.0,4.0,4.0
28,184,11,社会,4,1,15,699.0,,,,,,,2.0
28,79,5,历史,2,1,1,6133.0,,,,,,,1.0
28,237,5,历史,2,1,2,6203.0,,,,,,,1.0
28,106,5,历史,2,1,3,9367.0,,,,,,,1.0
28,116,5,娱乐,3,1,4,3290.0,,,,,,,2.0
28,120,5,娱乐,3,1,5,4795.0,,,,,,,1.0
28,137,5,娱乐,3,1,6,1791.0,5.0,0.85338664728,1408.6,0.0,4.0,4.0,2.0
28,223,5,体育,2,1,7,3349.0,,,,,,,1.0
28,185,5,体育,2,1,8,1841.0,,,,,,,2.0
28,81,5,体育,2,1,9,2841.0,,,,,,,1.0
28,218,5,科技,2,1,10,1317.0,,,,,,,1.0
28,154,5,科技,2,1,11,3401.0,,,,,,,2.0
28,130,5,科技,2,1,12,2382.0,,,,,,,1.0
28,17,5,社会,4,1,13,2626.0,,,,,,,1.0
28,63,5,社会,4,1,14,469.0,14.0,0.705524458506,207.071428571,2.0,4.0,4.0,4.0
28,141,5,社会,4,1,15,319.0,5.0,0.768332376029,802.6,2.0,4.0,2.0,2.0
28,213,1,历史,2,1,1,4613.0,,,,,,,1.0
28,76,1,历史,2,1,2,4749.0,,,,,,,1.0
28,108,1,历史,2,1,3,9872.0,9.0,0.83296521259,670.444444444,0.0,4.0,2.0,2.0
28,230,1,娱乐,3,1,4,7339.0,12.0,0.715829027713,254.0,11.0,4.0,3.0,2.0
28,131,1,娱乐,3,1,5,9807.0,33.0,0.88934613626,294.696969697,8.0,4.0,5.0,4.0
28,242,1,娱乐,3,1,6,6353.0,11.0,0.840095149993,577.909090909,2.0,4.0,4.0,3.0
28,25,1,体育,2,1,7,8209.0,,,,,,,2.0
28,51,1,体育,2,1,8,7138.0,,,,,,,1.0
28,100,1,体育,2,1,9,2235.0,,,,,,,1.0
28,135,1,科技,2,1,10,2527.0,,,,,,,1.0
28,238,1,科技,2,1,11,2353.0,,,,,,,1.0
28,71,1,科技,2,1,12,2232.0,,,,,,,1.0
28,224,1,社会,4,1,13,6328.0,22.0,0.866195107574,133.590909091,12.0,4.0,4.0,3.0
28,12,1,社会,4,1,14,5057.0,25.0,0.936070164316,708.68,32.0,4.0,4.0,4.0
28,214,1,社会,4,1,15,2923.0,,,,,,,3.0
28,95,2,历史,2,1,1,8252.0,,,,,,,1.0
28,8,2,历史,2,1,2,8322.0,,,,,,,1.0
28,193,2,历史,2,1,3,9956.0,,,,,,,1.0
28,50,2,娱乐,3,1,4,8100.0,23.0,0.926025554808,658.565217391,8.0,4.0,4.0,3.0
28,111,2,娱乐,3,1,5,9983.0,40.0,0.886778328811,236.925,14.0,4.0,4.0,3.0
28,82,2,娱乐,3,1,6,8999.0,,,,,,,1.0
28,162,2,体育,2,1,7,3266.0,,,,,,,1.0
28,161,2,体育,2,1,8,978.0,,,,,,,1.0
28,158,2,体育,2,1,9,1432.0,,,,,,,1.0
28,210,2,科技,2,1,10,1706.0,,,,,,,1.0
28,143,2,科技,2,1,11,1678.0,,,,,,,1.0
28,34,2,科技,2,1,12,2553.0,,,,,,,1.0
28,102,2,社会,4,1,13,1743.0,,,,,,,1.0
28,55,2,社会,4,1,14,1605.0,,,,,,,1.0
28,85,2,社会,4,1,15,149.0,18.0,0.943253763542,1117.38888889,12.0,4.0,4.0,4.0
30,182,8,科技,3,1,1,6665.0,,,,,,,1.0
30,7,8,科技,3,1,2,10229.0,37.0,0.85421686747,191.621621622,28.0,3.0,3.0,4.0
30,129,8,历史,2,1,3,14641.0,,,,,,,3.0
30,201,8,历史,2,1,4,15434.0,41.0,0.806182924876,122.756097561,12.0,3.0,4.0,4.0
30,48,8,社会,4,1,5,14657.0,,,,,,,3.0
30,217,8,体育,4,1,6,12186.0,,,,,,,3.0
30,163,8,娱乐,5,1,7,10189.0,,,,,,,3.0
30,138,8,娱乐,5,1,8,10638.0,,,,,,,2.0
30,52,8,社会,4,1,9,16225.0,,,,,,,2.0
30,132,8,科技,3,1,10,17022.0,70.0,0.87875751503,125.285714286,14.0,4.0,3.0,2.0
30,147,8,娱乐,5,1,11,14521.0,,,,,,,4.0
30,233,8,体育,4,1,12,12132.0,,,,,,,1.0
30,124,8,历史,2,1,13,98521.0,49.0,0.803507632348,100.979591837,18.0,4.0,3.0,2.0
30,190,8,社会,4,1,14,93579.0,,,,,,,2.0
30,5,8,体育,4,1,15,89319.0,15.0,0.763625708146,260.6,9.0,4.0,2.0,1.0
30,41,7,社会,4,1,1,1961.0,10.0,0.68065452626,257.9,13.0,4.0,4.0,5.0
30,3,7,娱乐,5,0,2,3043.0,,,,,,,1.0
30,29,7,科技,3,0,3,6495.0,17.0,0.747548508241,210.764705882,11.0,3.0,5.0,5.0
30,98,7,娱乐,5,1,4,5455.0,,,,,,,3.0
30,60,7,历史,2,1,5,6525.0,30.0,0.862202482633,252.366666667,23.0,4.0,3.0,2.0
30,54,7,社会,4,1,6,4783.0,,,,,,,1.0
30,140,7,体育,4,1,7,7342.0,10.0,0.633888048411,209.5,9.0,3.0,4.0,4.0
30,69,7,科技,3,1,8,6145.0,,,,,,,4.0
30,169,7,历史,2,1,9,7214.0,,,,,,,3.0
30,9,7,体育,4,1,10,5939.0,,,,,,,2.0
30,222,7,历史,2,1,11,5534.0,,,,,,,1.0
30,67,7,社会,4,1,12,4423.0,,,,,,,1.0
30,13,7,娱乐,5,1,13,4230.0,31.0,0.88117450653,289.451612903,10.0,3.0,4.0,2.0
30,173,7,体育,4,0,14,3201.0,,,,,,,3.0
30,177,7,科技,3,1,15,1168.0,,,,,,,1.0
30,196,9,社会,4,1,1,5476.0,,,,,,,3.0
30,42,9,历史,2,1,2,8169.0,57.0,0.918480091626,239.175438596,22.0,4.0,3.0,4.0
30,202,9,体育,4,1,3,10511.0,,,,,,,1.0
30,197,9,社会,4,0,4,8383.0,,,,,,,1.0
30,221,9,科技,3,0,5,18437.0,12.0,0.707376058041,243.75,8.0,3.0,3.0,3.0
30,126,9,社会,4,1,6,17320.0,,,,,,,2.0
30,159,9,历史,2,0,7,17974.0,38.0,0.77538518656,109.921052632,19.0,4.0,3.0,2.0
30,38,9,历史,2,0,8,8318.0,,,,,,,2.0
30,65,9,科技,3,1,9,12299.0,,,,,,,1.0
30,53,9,体育,4,0,10,13111.0,,,,,,,1.0
30,115,9,体育,4,1,11,18330.0,49.0,0.968600319319,222.857142857,26.0,4.0,4.0,5.0
30,127,9,娱乐,5,0,12,15870.0,16.0,0.729124692187,203.5625,8.0,2.0,2.0,1.0
30,43,9,娱乐,5,1,13,12998.0,,,,,,,4.0
30,153,9,娱乐,5,1,14,6781.0,32.0,1.03692165686,280.84375,14.0,4.0,5.0,5.0
30,146,9,科技,3,1,15,2815.0,,,,,,,1.0
30,239,6,娱乐,5,1,1,4505.0,23.0,0.729367031984,141.782608696,16.0,3.0,3.0,2.0
30,74,6,体育,4,0,2,8376.0,,,,,,,1.0
30,245,6,历史,2,0,3,10275.0,,,,,,,1.0
30,134,6,社会,4,1,4,6032.0,,,,,,,4.0
30,68,6,科技,3,1,5,8310.0,,,,,,,3.0
30,114,6,体育,4,0,6,8749.0,,,,,,,1.0
30,30,6,社会,4,1,7,6983.0,,,,,,,2.0
30,110,6,娱乐,5,0,8,13628.0,22.0,0.695520885757,125.636363636,12.0,4.0,4.0,3.0
30,142,6,体育,4,1,9,15032.0,,,,,,,1.0
30,64,6,科技,3,0,10,8062.0,,,,,,,4.0
30,96,6,娱乐,5,0,11,8130.0,,,,,,,1.0
30,156,6,历史,2,0,12,9194.0,53.0,0.858330406276,138.320754717,14.0,4.0,3.0,1.0
30,203,6,历史,2,0,13,8996.0,,,,,,,3.0
30,148,6,科技,3,0,14,5954.0,,,,,,,1.0
30,164,6,历史,2,1,15,2413.0,,,,,,,4.0
30,79,5,历史,2,1,1,6084.0,36.0,0.889769518083,271.305555556,20.0,3.0,3.0,3.0
30,237,5,历史,2,1,2,8957.0,,,,,,,1.0
30,106,5,历史,2,1,3,10225.0,16.0,0.653791130186,142.8125,4.0,3.0,4.0,4.0
30,116,5,娱乐,5,1,4,7056.0,24.0,0.838343353373,261.458333333,12.0,4.0,3.0,3.0
30,120,5,娱乐,5,1,5,7379.0,,,,,,,4.0
30,137,5,娱乐,5,1,6,10104.0,,,,,,,2.0
30,223,5,体育,4,1,7,8091.0,,,,,,,2.0
30,185,5,体育,4,1,8,10870.0,,,,,,,1.0
30,81,5,体育,4,1,9,12299.0,,,,,,,1.0
30,218,5,科技,3,1,10,13501.0,,,,,,,2.0
30,154,5,科技,3,1,11,13504.0,,,,,,,4.0
30,130,5,科技,3,1,12,11382.0,,,,,,,1.0
30,17,5,社会,4,1,13,9427.0,,,,,,,3.0
30,63,5,社会,4,1,14,5810.0,12.0,0.705524458506,241.583333333,11.0,4.0,4.0,5.0
30,141,5,社会,4,1,15,1984.0,,,,,,,1.0
30,213,1,历史,2,1,1,5435.0,,,,,,,1.0
30,76,1,历史,2,1,2,7047.0,,,,,,,1.0
30,108,1,历史,2,1,3,13435.0,30.0,0.83296521259,201.133333333,23.0,4.0,5.0,4.0
30,230,1,娱乐,5,1,4,9675.0,11.0,0.715895750176,277.181818182,10.0,4.0,3.0,2.0
30,131,1,娱乐,5,1,5,9069.0,,,,,,,1.0
30,242,1,娱乐,5,1,6,5006.0,,,,,,,4.0
30,25,1,体育,4,1,7,5895.0,,,,,,,4.0
30,51,1,体育,4,1,8,5725.0,,,,,,,2.0
30,100,1,体育,4,1,9,7532.0,,,,,,,2.0
30,135,1,科技,3,1,10,9583.0,,,,,,,4.0
30,238,1,科技,3,1,11,10301.0,,,,,,,1.0
30,71,1,科技,3,1,12,6505.0,,,,,,,3.0
30,224,1,社会,4,1,13,4766.0,11.0,0.70843373494,267.272727273,8.0,3.0,4.0,4.0
30,12,1,社会,4,1,14,2973.0,85.0,0.936066786431,208.423529412,30.0,4.0,5.0,5.0
30,214,1,社会,4,1,15,1288.0,,,,,,,1.0
30,95,2,历史,2,1,1,8099.0,,,,,,,1.0
30,8,2,历史,2,1,2,9521.0,,,,,,,3.0
30,193,2,历史,2,1,3,11460.0,48.0,1.02623408879,137.729166667,12.0,3.0,4.0,2.0
30,50,2,娱乐,5,1,4,6650.0,52.0,0.926021032037,291.269230769,44.0,3.0,3.0,2.0
30,111,2,娱乐,5,1,5,13871.0,,,,,,,1.0
30,82,2,娱乐,5,1,6,14746.0,,,,,,,5.0
30,162,2,体育,4,1,7,15435.0,,,,,,,1.0
30,161,2,体育,4,1,8,9698.0,,,,,,,1.0
30,158,2,体育,4,1,9,7287.0,,,,,,,1.0
30,210,2,科技,3,1,10,8142.0,,,,,,,4.0
30,143,2,科技,3,1,11,8725.0,49.0,1.03944822421,339.857142857,19.0,3.0,2.0,1.0
30,34,2,科技,3,1,12,10816.0,,,,,,,1.0
30,102,2,社会,4,1,13,13212.0,,,,,,,1.0
30,55,2,社会,4,1,14,9137.0,,,,,,,3.0
30,85,2,社会,4,1,15,4592.0,,,,,,,4.0
30,118,4,历史,2,1,1,1249.0,262.0,0.66295264624,9.08396946565,2.0,3.0,2.0,1.0
30,226,4,历史,2,1,2,5924.0,,,,,,,4.0
30,212,4,历史,2,1,3,7200.0,,,,,,,4.0
30,199,4,娱乐,5,1,4,7327.0,12.0,0.942476438089,483.333333333,14.0,4.0,3.0,3.0
30,235,4,娱乐,5,1,5,6189.0,,,,,,,1.0
30,208,4,娱乐,5,1,6,12454.0,65.0,0.900852179613,169.138461538,44.0,4.0,5.0,5.0
30,15,4,体育,4,1,7,13971.0,4.0,0.571074087203,402.75,3.0,3.0,4.0,4.0
30,189,4,体育,4,1,8,15499.0,28.0,0.845149731252,235.857142857,16.0,4.0,4.0,4.0
30,204,4,体育,4,1,9,8664.0,,,,,,,2.0
30,83,4,科技,3,1,10,5957.0,,,,,,,4.0
30,37,4,科技,3,1,11,3226.0,,,,,,,3.0
30,4,4,科技,3,1,12,4234.0,,,,,,,2.0
30,211,4,社会,4,1,13,5201.0,,,,,,,2.0
30,186,4,社会,4,1,14,3367.0,,,,,,,2.0
30,89,4,社会,4,1,15,2385.0,,,,,,,1.0
30,179,3,历史,2,1,1,1277.0,21.0,0.804554999192,237.19047619,14.0,2.0,2.0,1.0
30,192,3,历史,2,1,2,2101.0,18.0,0.663140311804,132.333333333,4.0,4.0,2.0,1.0
30,39,3,历史,2,1,3,4441.0,,,,,,,1.0
30,20,3,娱乐,5,1,4,11820.0,43.0,0.90519470344,268.674418605,33.0,4.0,4.0,4.0
30,183,3,娱乐,5,1,5,12276.0,,,,,,,1.0
30,152,3,娱乐,5,1,6,8126.0,,,,,,,1.0
30,40,3,体育,4,1,7,4952.0,,,,,,,3.0
30,240,3,体育,4,1,8,7133.0,,,,,,,4.0
30,174,3,体育,4,1,9,8596.0,,,,,,,1.0
30,36,3,科技,3,1,10,8980.0,,,,,,,1.0
30,22,3,科技,3,1,11,7890.0,,,,,,,3.0
30,88,3,科技,3,1,12,6022.0,,,,,,,1.0
30,23,3,社会,4,1,13,11778.0,13.0,0.801834261382,376.615384615,6.0,4.0,3.0,3.0
30,77,3,社会,4,1,14,9368.0,,,,,,,1.0
30,178,3,社会,4,1,15,6825.0,,,,,,,1.0
30,157,10,历史,2,0,1,6051.0,3.0,0.753965026434,1236.0,0.0,3.0,1.0,1.0
30,149,10,历史,2,0,2,9853.0,8.0,0.850228988736,858.625,4.0,3.0,2.0,1.0
30,0,10,历史,2,0,3,11306.0,,,,,,,4.0
30,215,10,历史,2,1,4,5521.0,,,,,,,2.0
30,228,10,历史,2,1,5,4659.0,,,,,,,1.0
30,151,10,历史,2,1,6,6025.0,,,,,,,2.0
30,18,10,历史,2,1,7,7501.0,,,,,,,3.0
30,33,10,历史,2,1,8,9500.0,18.0,0.771870286576,227.444444444,14.0,2.0,2.0,1.0
30,87,10,历史,2,1,9,11833.0,,,,,,,4.0
30,133,10,历史,2,0,10,10156.0,,,,,,,2.0
30,26,10,历史,2,1,11,8380.0,52.0,0.899309311808,207.826923077,50.0,3.0,4.0,2.0
30,46,10,历史,2,1,12,4724.0,,,,,,,1.0
30,209,10,历史,2,0,13,8776.0,9.0,0.76339460305,433.777777778,6.0,3.0,2.0,1.0
30,144,10,历史,2,1,14,7619.0,,,,,,,4.0
30,112,10,历史,2,0,15,4547.0,,,,,,,4.0
30,170,11,娱乐,5,0,1,8703.0,,,,,,,3.0
30,139,11,娱乐,5,0,2,16268.0,30.0,0.597873047524,59.9666666667,12.0,2.0,2.0,1.0
30,171,11,娱乐,5,1,3,21383.0,102.0,0.957131722525,264.862745098,59.0,4.0,4.0,4.0
30,35,11,娱乐,5,0,4,14101.0,,,,,,,1.0
30,198,11,娱乐,5,0,5,11639.0,,,,,,,1.0
30,49,11,娱乐,5,1,6,10211.0,,,,,,,2.0
30,44,11,娱乐,5,0,7,8835.0,23.0,0.870629744467,354.043478261,16.0,4.0,1.0,1.0
30,24,11,娱乐,5,1,8,8895.0,,,,,,,2.0
30,231,11,娱乐,5,1,9,10216.0,143.0,0.974563265993,324.188811189,121.0,3.0,5.0,5.0
30,123,11,娱乐,5,1,10,9665.0,,,,,,,2.0
30,206,11,娱乐,5,1,11,7156.0,,,,,,,2.0
30,56,11,娱乐,5,0,12,6766.0,,,,,,,3.0
30,165,11,娱乐,5,1,13,9631.0,15.0,0.755060728745,248.666666667,14.0,3.0,3.0,2.0
30,2,11,娱乐,5,1,14,7082.0,,,,,,,3.0
30,168,11,娱乐,5,1,15,3862.0,,,,,,,1.0
8,239,6,娱乐,4,1,1,4259.0,26.0,0.729367031984,125.423076923,42.0,4.0,3.0,4.0
8,74,6,体育,3,0,2,10188.0,,,,,,,2.0
8,245,6,历史,5,0,3,15215.0,19.0,0.815408085431,281.315789474,32.0,2.0,4.0,5.0
8,134,6,社会,2,1,4,15914.0,18.0,0.793162393162,257.777777778,56.0,3.0,2.0,1.0
8,68,6,科技,3,1,5,14336.0,,,,,,,2.0
8,114,6,体育,3,0,6,12279.0,12.0,0.471384884229,89.9166666667,7.0,4.0,1.0,2.0
8,30,6,社会,2,1,7,10444.0,,,,,,,4.0
8,110,6,娱乐,4,0,8,9829.0,30.0,0.695520885757,92.1333333333,32.0,4.0,2.0,1.0
8,142,6,体育,3,1,9,10751.0,,,,,,,3.0
8,64,6,科技,3,0,10,8343.0,,,,,,,1.0
8,96,6,娱乐,4,0,11,12232.0,17.0,0.63761605271,125.235294118,76.0,3.0,2.0,1.0
8,156,6,历史,5,0,12,9583.0,51.0,0.858330406276,143.745098039,130.0,4.0,2.0,4.0
8,203,6,历史,5,0,13,49981.0,29.0,0.727293216137,111.275862069,53.0,4.0,4.0,4.0
8,148,6,科技,3,0,14,44969.0,,,,,,,3.0
8,164,6,历史,5,1,15,39245.0,,,,,,,3.0
8,182,8,科技,3,1,1,1156.0,34.0,0.558071585099,44.9411764706,43.0,4.0,4.0,4.0
8,7,8,科技,3,1,2,2296.0,51.0,0.85421686747,139.019607843,80.0,4.0,5.0,3.0
8,129,8,历史,5,1,3,6438.0,,,,,,,3.0
8,201,8,历史,5,1,4,5579.0,,,,,,,3.0
8,48,8,社会,2,1,5,5929.0,,,,,,,2.0
8,217,8,体育,3,1,6,7534.0,127.0,0.975089916078,57.6377952756,21.0,4.0,5.0,5.0
8,163,8,娱乐,4,1,7,4947.0,,,,,,,3.0
8,138,8,娱乐,4,1,8,2007.0,13.0,0.760443476539,295.461538462,18.0,4.0,5.0,4.0
8,52,8,社会,2,1,9,3958.0,,,,,,,3.0
8,132,8,科技,3,1,10,8182.0,,,,,,,3.0
8,147,8,娱乐,4,1,11,8801.0,,,,,,,2.0
8,233,8,体育,3,1,12,6938.0,,,,,,,4.0
8,124,8,历史,5,1,13,2125.0,64.0,0.803507632348,77.3125,22.0,2.0,4.0,4.0
8,190,8,社会,2,1,14,1378.0,19.0,0.843345416882,342.842105263,16.0,2.0,3.0,3.0
8,5,8,体育,3,1,15,226.0,18.0,0.763625708146,217.166666667,13.0,2.0,4.0,5.0
8,41,7,社会,2,1,1,7073.0,,,,,,,4.0
8,3,7,娱乐,4,0,2,7211.0,,,,,,,2.0
8,29,7,科技,3,0,3,8732.0,,,,,,,3.0
8,98,7,娱乐,4,1,4,3338.0,,,,,,,3.0
8,60,7,历史,5,1,5,4142.0,43.0,0.862202482633,176.069767442,54.0,4.0,3.0,5.0
8,54,7,社会,2,1,6,4677.0,51.0,0.833103448276,118.431372549,48.0,2.0,4.0,5.0
