userid,newsid,taskid,topic,topic_pref,equality,imp_position,viewport_time,dwell_time,read_ratio,read_speed,direction_change_times,pre_pref,read_pref,post_pref
12,178,3,社会,3,1,15,4137.0,9.0,0.890418402463,1092.44444444,30.0,3.0,3.0,3.0
12,117,10,体育,2,1,1,4072.0,,,,,,,3.0
12,19,10,体育,2,1,2,8096.0,,,,,,,4.0
12,160,10,体育,2,1,3,10537.0,,,,,,,2.0
12,229,10,体育,2,1,4,5587.0,,,,,,,2.0
12,172,10,体育,2,0,5,4649.0,,,,,,,2.0
12,6,10,体育,2,1,6,6333.0,13.0,0.632553902217,160.230769231,11.0,3.0,3.0,5.0
12,121,10,体育,2,1,7,6407.0,,,,,,,2.0
12,59,10,体育,2,0,8,6772.0,,,,,,,3.0
12,45,10,体育,2,1,9,3754.0,,,,,,,2.0
12,227,10,体育,2,1,10,2166.0,,,,,,,2.0
12,32,10,体育,2,0,11,2086.0,,,,,,,2.0
12,219,10,体育,2,1,12,2074.0,,,,,,,2.0
12,61,10,体育,2,0,13,3308.0,,,,,,,2.0
12,62,10,体育,2,0,14,2366.0,,,,,,,3.0
12,14,10,体育,2,0,15,1537.0,14.0,0.777900146843,302.714285714,19.0,4.0,3.0,4.0
12,170,11,娱乐,4,0,1,1951.0,,,,,,,3.0
12,139,11,娱乐,4,0,2,5887.0,15.0,0.597873047524,119.933333333,7.0,3.0,3.0,2.0
12,171,11,娱乐,4,1,3,5984.0,119.0,0.957127165787,227.0,121.0,4.0,4.0,5.0
12,35,11,娱乐,4,0,4,6128.0,,,,,,,3.0
12,198,11,娱乐,4,0,5,4566.0,,,,,,,2.0
12,49,11,娱乐,4,1,6,9769.0,,,,,,,2.0
12,44,11,娱乐,4,0,7,8055.0,37.0,0.870643574941,220.108108108,38.0,2.0,3.0,1.0
12,24,11,娱乐,4,1,8,9134.0,,,,,,,3.0
12,231,11,娱乐,4,1,9,7614.0,,,,,,,4.0
12,123,11,娱乐,4,1,10,6438.0,,,,,,,3.0
12,206,11,娱乐,4,1,11,6864.0,,,,,,,3.0
12,56,11,娱乐,4,0,12,7192.0,9.0,0.745691467003,394.222222222,14.0,3.0,3.0,2.0
12,165,11,娱乐,4,1,13,10026.0,,,,,,,2.0
12,2,11,娱乐,4,1,14,8176.0,,,,,,,4.0
12,168,11,娱乐,4,1,15,5431.0,,,,,,,3.0
12,79,5,历史,2,1,1,2595.0,,,,,,,2.0
12,237,5,历史,2,1,2,4100.0,,,,,,,3.0
12,106,5,历史,2,1,3,6576.0,,,,,,,3.0
12,116,5,娱乐,4,1,4,5874.0,21.0,0.838343353373,298.80952381,21.0,5.0,5.0,5.0
12,120,5,娱乐,4,1,5,7145.0,,,,,,,4.0
12,137,5,娱乐,4,1,6,6078.0,,,,,,,4.0
12,223,5,体育,2,1,7,6935.0,,,,,,,3.0
12,185,5,体育,2,1,8,3712.0,20.0,1.85278450363,382.6,24.0,3.0,3.0,3.0
12,81,5,体育,2,1,9,2916.0,,,,,,,2.0
12,218,5,科技,3,1,10,128.0,,,,,,,3.0
12,154,5,科技,3,1,11,1061.0,11.0,0.765048543689,358.181818182,17.0,4.0,3.0,2.0
12,130,5,科技,3,1,12,1322.0,,,,,,,3.0
12,17,5,社会,3,1,13,2540.0,,,,,,,3.0
12,63,5,社会,3,1,14,1368.0,11.0,0.705524458506,263.545454545,6.0,4.0,5.0,3.0
12,141,5,社会,3,1,15,1247.0,,,,,,,2.0
12,213,1,历史,2,1,1,1586.0,,,,,,,2.0
12,76,1,历史,2,1,2,2631.0,,,,,,,3.0
12,108,1,历史,2,1,3,3900.0,,,,,,,2.0
12,230,1,娱乐,4,1,4,2397.0,5.0,0.715829027713,609.6,12.0,4.0,4.0,5.0
12,131,1,娱乐,4,1,5,5589.0,24.0,0.88934613626,405.208333333,37.0,5.0,5.0,5.0
12,242,1,娱乐,4,1,6,5063.0,14.0,0.840095149993,454.071428571,24.0,4.0,5.0,4.0
12,25,1,体育,2,1,7,5570.0,,,,,,,4.0
12,51,1,体育,2,1,8,1956.0,,,,,,,3.0
12,100,1,体育,2,1,9,620.0,,,,,,,2.0
12,135,1,科技,3,1,10,1997.0,,,,,,,3.0
12,238,1,科技,3,1,11,2045.0,,,,,,,4.0
12,71,1,科技,3,1,12,1154.0,,,,,,,2.0
12,224,1,社会,3,1,13,2062.0,,,,,,,2.0
12,12,1,社会,3,1,14,2001.0,22.0,0.936070164316,805.318181818,35.0,4.0,5.0,4.0
12,214,1,社会,3,1,15,1924.0,,,,,,,2.0
1,196,9,社会,1,1,1,7816.0,,,,,,,1.0
1,42,9,历史,1,1,2,10143.0,100.0,0.918469105855,136.31,59.0,3.0,4.0,5.0
1,202,9,体育,1,1,3,13151.0,,,,,,,1.0
1,191,9,社会,1,1,4,8686.0,,,,,,,1.0
1,122,9,科技,1,1,5,9533.0,,,,,,,1.0
1,126,9,社会,1,1,6,7897.0,,,,,,,1.0
1,80,9,历史,1,1,7,7827.0,,,,,,,1.0
1,72,9,历史,1,1,8,8389.0,,,,,,,1.0
1,65,9,科技,1,1,9,11793.0,,,,,,,1.0
1,187,9,体育,1,1,10,11137.0,,,,,,,1.0
1,115,9,体育,1,1,11,12795.0,,,,,,,1.0
1,109,9,娱乐,5,1,12,14884.0,32.0,0.818045112782,170.0,27.0,3.0,4.0,5.0
1,43,9,娱乐,5,1,13,19643.0,,,,,,,1.0
1,153,9,娱乐,5,1,14,12480.0,,,,,,,1.0
1,146,9,科技,1,1,15,8739.0,,,,,,,1.0
1,239,6,娱乐,5,1,1,13397.0,12.0,0.729306487696,271.666666667,11.0,3.0,2.0,1.0
1,74,6,体育,1,0,2,17258.0,,,,,,,1.0
1,245,6,历史,1,0,3,18698.0,,,,,,,1.0
1,134,6,社会,1,1,4,5473.0,,,,,,,1.0
1,68,6,科技,1,1,5,3977.0,,,,,,,1.0
1,114,6,体育,1,0,6,4066.0,,,,,,,1.0
1,30,6,社会,1,1,7,6801.0,,,,,,,1.0
1,94,6,娱乐,5,1,8,10075.0,143.0,0.93624196438,124.251748252,167.0,3.0,4.0,3.0
1,142,6,体育,1,1,9,12602.0,38.0,0.8704635478,213.973684211,44.0,3.0,2.0,1.0
1,207,6,科技,1,1,10,12051.0,,,,,,,1.0
1,96,6,娱乐,5,0,11,13780.0,,,,,,,1.0
1,1,6,历史,1,1,12,17603.0,20.0,0.672441797509,124.2,8.0,3.0,2.0,1.0
1,203,6,历史,1,0,13,32305.0,,,,,,,1.0
1,148,6,科技,1,0,14,23332.0,6.0,0.649681528662,374.0,7.0,3.0,1.0,1.0
1,164,6,历史,1,1,15,16135.0,11.0,0.806711100896,1595.45454545,4.0,3.0,3.0,1.0
1,99,8,历史,1,0,1,15364.0,5.0,0.850948509485,1381.6,1.0,3.0,2.0,1.0
1,7,8,科技,1,1,2,22197.0,,,,,,,1.0
1,129,8,历史,1,1,3,24534.0,,,,,,,1.0
1,201,8,历史,1,1,4,14516.0,,,,,,,1.0
1,48,8,社会,1,1,5,12392.0,,,,,,,1.0
1,217,8,体育,1,1,6,9156.0,,,,,,,1.0
1,163,8,娱乐,5,1,7,10130.0,61.0,0.956471688611,435.868852459,21.0,3.0,2.0,1.0
1,138,8,娱乐,5,1,8,15880.0,,,,,,,1.0
1,70,8,社会,1,0,9,15783.0,,,,,,,1.0
1,132,8,科技,1,1,10,10270.0,,,,,,,1.0
1,147,8,娱乐,5,1,11,8782.0,36.0,0.800231137527,134.638888889,9.0,3.0,4.0,2.0
1,233,8,体育,1,1,12,14951.0,,,,,,,1.0
1,124,8,历史,1,1,13,17719.0,47.0,0.803507632348,105.276595745,12.0,3.0,3.0,1.0
1,190,8,社会,1,1,14,14303.0,61.0,1.01211744602,106.803278689,23.0,3.0,3.0,1.0
1,97,8,体育,1,0,15,5883.0,,,,,,,1.0
1,73,7,社会,1,0,1,2771.0,,,,,,,1.0
1,3,7,娱乐,5,0,2,4181.0,,,,,,,1.0
1,29,7,科技,1,0,3,5928.0,,,,,,,1.0
1,98,7,娱乐,5,1,4,9521.0,,,,,,,1.0
1,60,7,历史,1,1,5,13793.0,47.0,1.32308229949,161.106382979,18.0,3.0,3.0,1.0
1,243,7,历史,1,0,6,14702.0,,,,,,,1.0
1,140,7,体育,1,1,7,10241.0,,,,,,,1.0
1,69,7,科技,1,1,8,8503.0,,,,,,,1.0
1,104,7,历史,1,0,9,8002.0,,,,,,,1.0
1,9,7,体育,1,1,10,5414.0,,,,,,,1.0
1,21,7,历史,1,0,11,8180.0,49.0,0.777940906588,86.5102040816,11.0,3.0,3.0,1.0
1,67,7,社会,1,1,12,9230.0,,,,,,,1.0
1,166,7,娱乐,5,0,13,11044.0,41.0,0.656640181612,56.4390243902,27.0,3.0,3.0,2.0
1,173,7,体育,1,0,14,6444.0,,,,,,,1.0
1,93,7,科技,1,0,15,3260.0,39.0,0.73164781548,84.5897435897,8.0,3.0,2.0,1.0
1,86,10,社会,1,0,1,3184.0,26.0,0.666482910695,93.0,32.0,3.0,2.0,1.0
1,244,10,社会,1,1,2,5280.0,,,,,,,1.0
1,236,10,社会,1,1,3,8899.0,,,,,,,1.0
1,150,10,社会,1,1,4,6038.0,54.0,0.835396544688,113.722222222,32.0,3.0,3.0,1.0
1,176,10,社会,1,1,5,6229.0,,,,,,,1.0
1,136,10,社会,1,0,6,10924.0,,,,,,,1.0
1,92,10,社会,1,1,7,14891.0,,,,,,,1.0
1,195,10,社会,1,1,8,9807.0,,,,,,,1.0
1,107,10,社会,1,0,9,8362.0,,,,,,,1.0
1,105,10,社会,1,0,10,5381.0,,,,,,,1.0
1,119,10,社会,1,1,11,7285.0,,,,,,,1.0
1,180,10,社会,1,1,12,7678.0,,,,,,,1.0
1,75,10,社会,1,0,13,14421.0,,,,,,,1.0
1,205,10,社会,1,0,14,9829.0,,,,,,,1.0
1,184,10,社会,1,1,15,7088.0,,,,,,,1.0
1,170,11,娱乐,5,0,1,7786.0,,,,,,,1.0
1,139,11,娱乐,5,0,2,9634.0,41.0,0.597873047524,43.8780487805,5.0,3.0,2.0,2.0
1,171,11,娱乐,5,1,3,11384.0,102.0,0.957127165787,264.833333333,70.0,3.0,3.0,2.0
1,35,11,娱乐,5,0,4,7081.0,23.0,0.788535477106,196.173913043,14.0,3.0,2.0,1.0
1,198,11,娱乐,5,0,5,10129.0,148.0,0.939668927004,127.337837838,72.0,3.0,3.0,1.0
1,49,11,娱乐,5,1,6,8082.0,,,,,,,1.0
1,44,11,娱乐,5,0,7,10983.0,,,,,,,1.0
1,24,11,娱乐,5,1,8,12309.0,,,,,,,1.0
1,231,11,娱乐,5,1,9,10695.0,145.0,0.974563800715,319.724137931,71.0,3.0,3.0,1.0
1,123,11,娱乐,5,1,10,2257.0,,,,,,,1.0
1,206,11,娱乐,5,1,11,4800.0,,,,,,,1.0
1,56,11,娱乐,5,0,12,6354.0,,,,,,,1.0
1,165,11,娱乐,5,1,13,9646.0,,,,,,,1.0
1,2,11,娱乐,5,1,14,6199.0,,,,,,,1.0
1,168,11,娱乐,5,1,15,4121.0,,,,,,,1.0
1,79,5,历史,1,1,1,27722.0,,,,,,,1.0
1,237,5,历史,1,1,2,37041.0,,,,,,,1.0
1,106,5,历史,1,1,3,43375.0,,,,,,,1.0
1,116,5,娱乐,5,1,4,21196.0,,,,,,,1.0
1,120,5,娱乐,5,1,5,18919.0,,,,,,,1.0
1,137,5,娱乐,5,1,6,20813.0,,,,,,,1.0
1,223,5,体育,1,1,7,15199.0,,,,,,,1.0
1,185,5,体育,1,1,8,10519.0,,,,,,,1.0
1,81,5,体育,1,1,9,4655.0,,,,,,,1.0
1,218,5,科技,1,1,10,4831.0,,,,,,,1.0
1,154,5,科技,1,1,11,8026.0,,,,,,,1.0
1,130,5,科技,1,1,12,11258.0,20.0,0.910991675952,694.95,37.0,3.0,3.0,1.0
1,17,5,社会,1,1,13,33663.0,,,,,,,1.0
1,63,5,社会,1,1,14,25784.0,,,,,,,1.0
1,141,5,社会,1,1,15,22743.0,,,,,,,3.0
1,213,1,历史,1,1,1,2444.0,,,,,,,1.0
1,76,1,历史,1,1,2,2588.0,,,,,,,1.0
1,108,1,历史,1,1,3,3523.0,,,,,,,1.0
1,230,1,娱乐,5,1,4,2134.0,,,,,,,1.0
1,131,1,娱乐,5,1,5,28384.0,42.0,0.88934613626,231.547619048,8.0,3.0,3.0,1.0
1,242,1,娱乐,5,1,6,40045.0,,,,,,,1.0
1,25,1,体育,1,1,7,38191.0,,,,,,,1.0
1,51,1,体育,1,1,8,17445.0,,,,,,,1.0
1,100,1,体育,1,1,9,6230.0,,,,,,,1.0
1,135,1,科技,1,1,10,6539.0,,,,,,,1.0
1,238,1,科技,1,1,11,4114.0,,,,,,,1.0
1,71,1,科技,1,1,12,4583.0,,,,,,,1.0
1,224,1,社会,1,1,13,6351.0,,,,,,,1.0
1,12,1,社会,1,1,14,5240.0,,,,,,,1.0
1,214,1,社会,1,1,15,3213.0,,,,,,,1.0
1,95,2,历史,1,1,1,9587.0,,,,,,,1.0
1,8,2,历史,1,1,2,9673.0,,,,,,,1.0
1,193,2,历史,1,1,3,10308.0,,,,,,,1.0
1,50,2,娱乐,5,1,4,7164.0,,,,,,,1.0
1,111,2,娱乐,5,1,5,13337.0,,,,,,,1.0
1,82,2,娱乐,5,1,6,15795.0,145.0,0.938397311883,127.117241379,50.0,3.0,3.0,1.0
1,162,2,体育,1,1,7,4860.0,,,,,,,1.0
1,161,2,体育,1,1,8,882.0,,,,,,,1.0
1,158,2,体育,1,1,9,1000.0,,,,,,,1.0
1,210,2,科技,1,1,10,1018.0,,,,,,,1.0
1,143,2,科技,1,1,11,542.0,,,,,,,1.0
1,34,2,科技,1,1,12,1770.0,,,,,,,1.0
1,102,2,社会,1,1,13,4945.0,,,,,,,1.0
1,55,2,社会,1,1,14,3622.0,,,,,,,2.0
1,85,2,社会,1,1,15,3244.0,,,,,,,1.0
1,118,4,历史,1,1,1,4436.0,,,,,,,1.0
1,226,4,历史,1,1,2,5585.0,,,,,,,1.0
1,212,4,历史,1,1,3,9646.0,,,,,,,1.0
1,199,4,娱乐,5,1,4,14040.0,,,,,,,1.0
1,235,4,娱乐,5,1,5,17986.0,,,,,,,1.0
1,208,4,娱乐,5,1,6,15478.0,,,,,,,1.0
1,15,4,体育,1,1,7,13818.0,,,,,,,1.0
1,189,4,体育,1,1,8,13752.0,,,,,,,1.0
1,204,4,体育,1,1,9,12876.0,,,,,,,1.0
1,83,4,科技,1,1,10,6818.0,,,,,,,1.0
1,37,4,科技,1,1,11,4199.0,,,,,,,1.0
1,4,4,科技,1,1,12,3517.0,,,,,,,1.0
1,211,4,社会,1,1,13,2073.0,,,,,,,1.0
1,186,4,社会,1,1,14,1264.0,,,,,,,1.0
1,89,4,社会,1,1,15,1126.0,,,,,,,1.0
1,179,3,历史,1,1,1,3735.0,,,,,,,1.0
1,192,3,历史,1,1,2,6307.0,16.0,0.66323406624,148.9375,3.0,3.0,3.0,1.0
1,39,3,历史,1,1,3,6459.0,,,,,,,1.0
1,20,3,娱乐,5,1,4,3897.0,51.0,0.931774193548,226.549019608,10.0,3.0,4.0,1.0
1,183,3,娱乐,5,1,5,2720.0,,,,,,,1.0
1,152,3,娱乐,5,1,6,3309.0,59.0,0.90068127719,185.983050847,34.0,4.0,4.0,3.0
1,40,3,体育,1,1,7,3797.0,,,,,,,1.0
1,240,3,体育,1,1,8,4586.0,,,,,,,1.0
1,174,3,体育,1,1,9,4416.0,19.0,0.729669347632,171.894736842,13.0,3.0,3.0,1.0
1,36,3,科技,1,1,10,3327.0,,,,,,,1.0
1,22,3,科技,1,1,11,7322.0,,,,,,,1.0
1,88,3,科技,1,1,12,10974.0,15.0,0.883497015213,611.733333333,8.0,3.0,4.0,3.0
1,23,3,社会,1,1,13,17001.0,,,,,,,1.0
1,77,3,社会,1,1,14,10793.0,,,,,,,1.0
1,178,3,社会,1,1,15,6930.0,,,,,,,1.0
14,196,9,社会,5,1,1,8046.0,76.0,0.872497365648,108.947368421,66.0,4.0,4.0,3.0
14,42,9,历史,5,1,2,10805.0,203.0,0.918469105855,67.1477832512,124.0,3.0,2.0,1.0
14,202,9,体育,1,1,3,16192.0,,,,,,,1.0
14,197,9,社会,5,0,4,11131.0,73.0,0.722667889067,43.1917808219,38.0,3.0,1.0,1.0
14,221,9,科技,3,0,5,12487.0,15.0,0.707376058041,195.0,4.0,2.0,2.0,1.0
14,84,9,历史,5,0,6,9574.0,14.0,0.688625836336,191.142857143,9.0,2.0,2.0,1.0
14,159,9,历史,5,0,7,15810.0,76.0,0.775343483104,54.9473684211,29.0,3.0,3.0,2.0
14,38,9,历史,5,0,8,15925.0,,,,,,,1.0
14,65,9,科技,3,1,9,13591.0,59.0,0.920894351464,238.745762712,28.0,4.0,3.0,1.0
14,53,9,体育,1,0,10,4828.0,,,,,,,1.0
14,175,9,体育,1,0,11,3374.0,,,,,,,1.0
14,127,9,娱乐,1,0,12,8662.0,,,,,,,1.0
14,188,9,娱乐,1,0,13,7004.0,,,,,,,1.0
14,153,9,娱乐,1,1,14,6616.0,88.0,0.8813260102,102.113636364,58.0,3.0,3.0,1.0
14,146,9,科技,3,1,15,375.0,53.0,0.896757679181,198.301886792,44.0,3.0,4.0,2.0
14,239,6,娱乐,1,1,1,5587.0,,,,,,,2.0
14,216,6,体育,1,1,2,6612.0,,,,,,,1.0
14,113,6,社会,5,1,3,8965.0,66.0,0.77217096592,62.1363636364,38.0,3.0,3.0,1.0
14,134,6,社会,5,1,4,4754.0,9.0,0.793162393162,515.555555556,6.0,4.0,3.0,2.0
14,68,6,科技,3,1,5,4203.0,,,,,,,2.0
14,114,6,体育,1,0,6,3423.0,,,,,,,1.0
14,30,6,社会,5,1,7,7352.0,13.0,0.784198323524,338.230769231,8.0,4.0,4.0,2.0
14,94,6,娱乐,1,1,8,5198.0,254.0,0.93624196438,69.9527559055,156.0,4.0,5.0,4.0
14,142,6,体育,1,1,9,3702.0,,,,,,,1.0
14,207,6,科技,3,1,10,2771.0,67.0,0.933629532116,254.044776119,22.0,4.0,4.0,3.0
14,96,6,娱乐,1,0,11,4134.0,22.0,0.63761605271,96.7727272727,9.0,2.0,1.0,1.0
14,1,6,历史,5,1,12,8796.0,19.0,0.672441797509,130.736842105,6.0,3.0,2.0,1.0
14,203,6,历史,5,0,13,8582.0,31.0,0.727293216137,104.096774194,12.0,3.0,2.0,1.0
14,57,6,科技,3,1,14,5733.0,,,,,,,2.0
14,164,6,历史,5,1,15,1515.0,13.0,0.598115375776,1000.92307692,1.0,3.0,3.0,2.0
14,99,8,历史,5,0,1,2351.0,14.0,0.850948509485,493.428571429,10.0,3.0,2.0,1.0
14,7,8,科技,3,1,2,6845.0,22.0,0.854199301121,322.227272727,24.0,3.0,3.0,2.0
14,129,8,历史,5,1,3,9294.0,51.0,0.945608199227,412.470588235,52.0,2.0,1.0,1.0
14,128,8,历史,5,0,4,9668.0,,,,,,,1.0
14,28,8,历史,5,0,5,6239.0,50.0,0.79960251739,96.56,29.0,2.0,1.0,1.0
14,217,8,体育,1,1,6,5459.0,,,,,,,1.0
14,47,8,娱乐,1,0,7,3347.0,,,,,,,1.0
14,138,8,娱乐,1,1,8,3493.0,,,,,,,1.0
14,70,8,社会,5,0,9,3854.0,,,,,,,1.0
14,132,8,科技,3,1,10,3789.0,,,,,,,1.0
14,147,8,娱乐,1,1,11,4071.0,,,,,,,1.0
14,233,8,体育,1,1,12,1965.0,,,,,,,1.0
14,124,8,历史,5,1,13,2511.0,,,,,,,1.0
14,190,8,社会,5,1,14,2136.0,19.0,0.843365695793,342.894736842,14.0,2.0,2.0,1.0
14,97,8,体育,1,0,15,884.0,,,,,,,1.0
14,41,7,社会,5,1,1,1177.0,25.0,0.68065452626,103.16,12.0,3.0,2.0,1.0
14,181,7,娱乐,1,1,2,2967.0,65.0,0.857797626043,112.292307692,42.0,3.0,4.0,2.0
14,200,7,科技,3,1,3,3081.0,,,,,,,1.0
14,98,7,娱乐,1,1,4,3737.0,,,,,,,1.0
14,60,7,历史,5,1,5,3624.0,37.0,0.862218173537,204.648648649,16.0,2.0,2.0,1.0
14,54,7,社会,5,1,6,4684.0,,,,,,,1.0
14,140,7,体育,1,1,7,3762.0,,,,,,,2.0
14,69,7,科技,3,1,8,8750.0,,,,,,,2.0
14,169,7,历史,5,1,9,8327.0,,,,,,,1.0
14,9,7,体育,1,1,10,9338.0,,,,,,,1.0
14,222,7,历史,5,1,11,4290.0,,,,,,,2.0
14,67,7,社会,5,1,12,7797.0,21.0,0.913484913485,608.380952381,26.0,3.0,3.0,2.0
14,13,7,娱乐,1,1,13,6355.0,,,,,,,1.0
14,16,7,体育,1,1,14,4959.0,,,,,,,1.0
14,177,7,科技,3,1,15,64.0,,,,,,,3.0
14,86,11,社会,5,0,1,1727.0,71.0,0.666482910695,34.0563380282,14.0,4.0,2.0,1.0
14,244,11,社会,5,1,2,6706.0,12.0,0.752099979512,305.916666667,4.0,3.0,3.0,1.0
14,236,11,社会,5,1,3,9226.0,,,,,,,1.0
14,150,11,社会,5,1,4,6013.0,61.0,0.835396544688,100.672131148,34.0,3.0,2.0,2.0
14,176,11,社会,5,1,5,10423.0,,,,,,,1.0
14,136,11,社会,5,0,6,8997.0,,,,,,,1.0
14,92,11,社会,5,1,7,8485.0,,,,,,,1.0
14,195,11,社会,5,1,8,2126.0,,,,,,,1.0
14,107,11,社会,5,0,9,4041.0,17.0,0.753764753765,217.882352941,14.0,2.0,1.0,1.0
14,105,11,社会,5,0,10,3653.0,,,,,,,1.0
14,119,11,社会,5,1,11,2312.0,,,,,,,1.0
14,180,11,社会,5,1,12,6902.0,,,,,,,1.0
14,75,11,社会,5,0,13,9726.0,,,,,,,1.0
14,205,11,社会,5,0,14,7630.0,,,,,,,1.0
14,184,11,社会,5,1,15,2270.0,17.0,0.908472012103,706.470588235,4.0,3.0,3.0,2.0
14,79,5,历史,5,1,1,6359.0,10.0,0.766624157406,841.6,2.0,3.0,3.0,1.0
14,237,5,历史,5,1,2,8299.0,,,,,,,1.0
14,106,5,历史,5,1,3,10141.0,,,,,,,1.0
14,116,5,娱乐,1,1,4,3014.0,,,,,,,1.0
14,120,5,娱乐,1,1,5,7203.0,,,,,,,1.0
14,137,5,娱乐,1,1,6,8402.0,18.0,0.85338664728,391.277777778,10.0,4.0,3.0,2.0
14,223,5,体育,1,1,7,8080.0,,,,,,,1.0
14,185,5,体育,1,1,8,4280.0,,,,,,,1.0
14,81,5,体育,1,1,9,4506.0,,,,,,,1.0
14,218,5,科技,3,1,10,5783.0,19.0,0.845879505795,349.526315789,18.0,3.0,4.0,2.0
14,154,5,科技,3,1,11,4042.0,,,,,,,2.0
14,130,5,科技,3,1,12,2445.0,,,,,,,2.0
14,17,5,社会,5,1,13,5055.0,6.0,0.664075513604,398.666666667,4.0,3.0,3.0,1.0
14,63,5,社会,5,1,14,4422.0,,,,,,,1.0
14,141,5,社会,5,1,15,4183.0,4.0,0.768332376029,1003.25,0.0,3.0,3.0,2.0
14,213,1,历史,5,1,1,1858.0,,,,,,,1.0
14,76,1,历史,5,1,2,4747.0,,,,,,,1.0
14,108,1,历史,5,1,3,9409.0,9.0,0.83296521259,670.444444444,10.0,3.0,2.0,1.0
14,230,1,娱乐,1,1,4,7579.0,,,,,,,1.0
14,131,1,娱乐,1,1,5,7336.0,78.0,0.88934613626,124.679487179,12.0,3.0,3.0,1.0
14,242,1,娱乐,1,1,6,3708.0,,,,,,,1.0
14,25,1,体育,1,1,7,5685.0,,,,,,,1.0
14,51,1,体育,1,1,8,4701.0,,,,,,,1.0
14,100,1,体育,1,1,9,5432.0,,,,,,,1.0
14,135,1,科技,3,1,10,6150.0,9.0,0.868220431279,885.777777778,14.0,3.0,3.0,2.0
14,238,1,科技,3,1,11,6994.0,,,,,,,1.0
14,71,1,科技,3,1,12,7922.0,5.0,0.791988997765,921.4,0.0,3.0,3.0,1.0
14,224,1,社会,5,1,13,11405.0,14.0,0.708363461075,209.928571429,2.0,3.0,2.0,1.0
14,12,1,社会,5,1,14,8769.0,113.0,0.936070164316,156.787610619,87.0,4.0,4.0,3.0
14,214,1,社会,5,1,15,5882.0,15.0,0.85338664728,469.533333333,4.0,3.0,4.0,1.0
14,95,2,历史,5,1,1,2127.0,3.0,0.712998102467,1002.0,0.0,3.0,3.0,1.0
14,8,2,历史,5,1,2,3051.0,,,,,,,1.0
14,193,2,历史,5,1,3,5293.0,13.0,0.845308105344,508.615384615,4.0,3.0,3.0,2.0
14,50,2,娱乐,1,1,4,3007.0,,,,,,,1.0
14,111,2,娱乐,1,1,5,4784.0,,,,,,,1.0
14,82,2,娱乐,1,1,6,3736.0,,,,,,,1.0
14,162,2,体育,1,1,7,2897.0,,,,,,,1.0
14,161,2,体育,1,1,8,2414.0,,,,,,,1.0
14,158,2,体育,1,1,9,4260.0,,,,,,,1.0
14,210,2,科技,3,1,10,4487.0,,,,,,,1.0
14,143,2,科技,3,1,11,4659.0,,,,,,,2.0
14,34,2,科技,3,1,12,3941.0,37.0,0.937224383917,488.243243243,12.0,3.0,3.0,2.0
14,102,2,社会,5,1,13,6756.0,5.0,0.75199836032,733.8,0.0,3.0,3.0,1.0
14,55,2,社会,5,1,14,4470.0,13.0,0.910529429163,947.230769231,0.0,3.0,3.0,2.0
14,85,2,社会,5,1,15,2513.0,43.0,0.943253763542,467.744186047,0.0,4.0,4.0,4.0
14,118,4,历史,5,1,1,936.0,4.0,0.66295264624,595.0,6.0,2.0,2.0,1.0
14,226,4,历史,5,1,2,6101.0,11.0,0.739616957177,312.454545455,5.0,3.0,3.0,1.0
14,212,4,历史,5,1,3,7711.0,,,,,,,1.0
14,199,4,娱乐,1,1,4,8737.0,,,,,,,1.0
14,235,4,娱乐,1,1,5,5516.0,,,,,,,1.0
14,208,4,娱乐,1,1,6,7388.0,,,,,,,1.0
14,15,4,体育,1,1,7,3487.0,,,,,,,1.0
14,189,4,体育,1,1,8,4160.0,,,,,,,1.0
14,204,4,体育,1,1,9,4208.0,15.0,0.905224406673,770.466666667,4.0,2.0,2.0,1.0
14,83,4,科技,3,1,10,4703.0,8.0,0.821901677951,698.0,0.0,3.0,2.0,1.0
14,37,4,科技,3,1,11,4160.0,18.0,0.792950034223,257.444444444,2.0,3.0,3.0,1.0
14,4,4,科技,3,1,12,3292.0,,,,,,,3.0
14,211,4,社会,5,1,13,10647.0,,,,,,,1.0
14,186,4,社会,5,1,14,8522.0,,,,,,,1.0
14,89,4,社会,5,1,15,7013.0,,,,,,,2.0
14,179,3,历史,5,1,1,2750.0,,,,,,,1.0
14,192,3,历史,5,1,2,4929.0,,,,,,,1.0
14,39,3,历史,5,1,3,5644.0,,,,,,,1.0
14,20,3,娱乐,1,1,4,4531.0,66.0,0.905202130993,175.060606061,20.0,4.0,3.0,2.0
14,183,3,娱乐,1,1,5,4154.0,,,,,,,1.0
14,152,3,娱乐,1,1,6,3142.0,,,,,,,1.0
14,40,3,体育,1,1,7,1040.0,,,,,,,1.0
14,240,3,体育,1,1,8,3140.0,,,,,,,2.0
14,174,3,体育,1,1,9,11682.0,,,,,,,1.0
14,36,3,科技,3,1,10,14182.0,14.0,0.868735083532,572.0,10.0,3.0,3.0,2.0
14,22,3,科技,3,1,11,12558.0,,,,,,,2.0
14,88,3,科技,3,1,12,3754.0,,,,,,,3.0
14,23,3,社会,5,1,13,7503.0,18.0,0.801834261382,272.0,12.0,3.0,2.0,2.0
14,77,3,社会,5,1,14,5446.0,,,,,,,2.0
14,178,3,社会,5,1,15,3873.0,,,,,,,1.0
14,170,10,娱乐,1,0,1,1987.0,,,,,,,1.0
14,139,10,娱乐,1,0,2,5502.0,,,,,,,1.0
